Data;Aktywnoœæ;ID;Wejœcia;Podstawa;Pozycja;Km CAN;Wyjœcia;RPM CAN;Prêdkoœæ CAN;Poziom Paliwa;Licznika paliwa CAN;Kierowca 1;Kierowca 2;Zamek naczepy;Debug;ANA1;ANA2;Identycikacja1;Identycikacja2;Termometr 1;Termometr 2;Termometr 1,2 x10;Termometr 3;Termometr 3,4 x10;Tech Stat;Licznik We 11;VIN Naczepy
13-06-2023 11:35:14;A;431788 ;1 ;SQ:24 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,146,500,2,897,600 fix: true;557993;null;1141;null;35;138999;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:35:43;A;431789 ;1 ;SQ:24 (20620) SAT:15 v:91 28.8V 2G 83km/h;51,148,800,2,907,500 fix: true;557994;null;1159;null;35;138999;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:36:13;A;431790 ;1 ;SQ:20 (20620) SAT:15 v:91 28.8V 2G 85km/h;51,151,200,2,916,000 fix: true;557995;null;1163;null;35;139000;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:36:43;A;431791 ;1 ;SQ:28 (20620) SAT:15 v:91 28.8V 2G 85km/h;51,154,300,2,925,200 fix: true;557995;null;1144;null;35;139000;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:37:13;A;431792 ;1 ;SQ:28 (20620) SAT:15 v:91 28.8V 2G 81km/h;51,157,300,2,932,900 fix: true;557996;null;1195;null;34;139000;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:37:42;A;431793 ;1 ;SQ:28 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,161,000,2,942,300 fix: true;557997;null;1234;null;34;139000;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:38:12;A;431794 ;1 ;SQ:17 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,164,100,2,950,400 fix: true;557997;null;1236;null;34;139000;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:38:41;A;431795 ;1 ;SQ:18 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,167,100,2,960,600 fix: true;557998;null;1229;null;34;139000;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:39:11;A;431796 ;1 8 ;SQ:15 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,168,900,2,970,100 fix: true;557999;null;1234;null;34;139000;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:39:41;A;431797 ;1 ;SQ:22 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,170,500,2,981,100 fix: true;558000;null;1235;null;34;139001;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:40:11;A;431798 ;1 ;SQ:20 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,171,900,2,990,400 fix: true;558000;null;1232;null;34;139001;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:40:40;A;431799 ;1 ;SQ:20 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,173,500,3,001,300 fix: true;558001;null;1099;null;34;139001;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:41:10;A;431800 ;1 ;SQ:23 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,175,600,3,009,500 fix: true;558002;null;1236;null;34;139001;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:41:39;A;431801 ;1 ;SQ:20 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,179,300,3,018,700 fix: true;558002;null;1233;null;34;139001;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:42:09;A;431802 ;1 ;SQ:25 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,182,300,3,027,400 fix: true;558003;null;1239;null;34;139001;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:42:39;A;431803 ;1 ;SQ:26 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,184,800,3,038,000 fix: true;558004;null;1237;null;34;139001;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:43:09;A;431804 ;1 8 ;SQ:29 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,186,800,3,047,000 fix: true;558005;null;1233;null;34;139002;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:43:38;A;431805 ;1 ;SQ:29 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,189,200,3,057,700 fix: true;558005;null;1233;null;34;139002;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:44:08;A;431806 ;1 8 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,191,700,3,066,700 fix: true;558006;null;1234;null;34;139002;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:44:38;A;431807 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,193,100,3,077,200 fix: true;558007;null;1231;null;34;139002;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:45:08;A;431808 ;1 ;SQ:19 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,191,700,3,086,800 fix: true;558008;null;1217;null;34;139002;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:45:37;A;431809 ;1 ;SQ:23 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,189,400,3,097,400 fix: true;558008;null;1235;null;34;139002;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:46:07;A;431810 ;1 ;SQ:27 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,186,500,3,106,100 fix: true;558009;null;1232;null;34;139002;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:46:36;A;431811 ;1 ;SQ:17 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,183,200,3,115,700 fix: true;558010;null;1233;null;34;139003;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:47:06;A;431812 ;1 ;SQ:22 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,180,200,3,124,400 fix: true;558010;null;1232;null;34;139003;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:47:36;A;431813 ;1 9 ;SQ:22 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,176,800,3,134,400 fix: true;558011;null;1235;null;34;139003;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:48:06;A;431814 ;1 9 ;SQ:22 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,173,900,3,142,700 fix: true;558012;null;1232;null;34;139003;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:48:35;A;431815 ;1 9 ;SQ:13 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,170,800,3,152,900 fix: true;558013;null;1235;null;34;139003;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:49:05;A;431816 ;1 ;SQ:30 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,168,800,3,162,300 fix: true;558013;null;1237;null;34;139003;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:49:35;A;431817 ;1 8 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,166,700,3,172,800 fix: true;558014;null;1234;null;34;139003;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:50:05;A;431818 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,164,900,3,182,300 fix: true;558015;null;1232;null;34;139004;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:50:34;A;431819 ;1 8 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,162,800,3,193,000 fix: true;558016;null;1235;null;34;139004;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:51:04;A;431820 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,160,400,3,202,000 fix: true;558016;null;1237;null;34;139004;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:51:33;A;431821 ;1 ;SQ:24 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,156,300,3,210,800 fix: true;558017;null;1233;null;34;139004;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:52:03;A;431822 ;1 8 ;SQ:24 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,152,100,3,218,000 fix: true;558018;null;1236;null;34;139004;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:52:33;A;431823 ;1 ;SQ:25 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,148,100,3,227,300 fix: true;558019;null;1239;null;34;139004;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:53:03;A;431824 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,145,600,3,236,100 fix: true;558019;null;1226;null;34;139004;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:53:32;A;431825 ;1 8 ;SQ:31 (20620) SAT:14 v:91 28.8V 2G 88km/h;51,142,700,3,246,400 fix: true;558020;null;1235;null;34;139005;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:54:02;A;431826 ;1 ;SQ:28 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,140,200,3,255,400 fix: true;558021;null;1237;null;34;139005;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:54:32;A;431827 ;1 8 ;SQ:31 (20620) SAT:14 v:91 28.8V 2G 88km/h;51,137,400,3,265,500 fix: true;558021;null;1227;null;34;139005;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:55:02;A;431828 ;1 ;SQ:22 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,134,900,3,274,300 fix: true;558022;null;1209;null;34;139005;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:55:31;A;431829 ;1 ;SQ:20 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,132,100,3,284,600 fix: true;558023;null;1227;null;34;139005;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:56:01;A;431830 ;1 ;SQ:19 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,129,600,3,293,200 fix: true;558024;null;1238;null;34;139005;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:56:30;A;431831 ;1 ;SQ:17 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,126,700,3,303,600 fix: true;558024;null;1233;null;34;139005;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:57:00;A;431832 ;1 ;SQ:22 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,124,200,3,312,500 fix: true;558025;null;1193;null;33;139006;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:57:30;A;431833 ;1 ;SQ:22 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,121,400,3,322,700 fix: true;558026;null;1234;null;33;139006;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:58:00;A;431834 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,119,300,3,330,200 fix: true;558027;null;1234;null;33;139006;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:58:29;A;431835 ;1 ;SQ:19 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,116,000,3,341,800 fix: true;558027;null;1236;null;33;139006;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:58:59;A;431836 ;1 ;SQ:18 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,113,500,3,350,800 fix: true;558028;null;1234;null;33;139006;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:59:29;A;431837 ;1 ;SQ:13 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,110,500,3,360,600 fix: true;558029;null;1236;null;33;139006;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 11:59:59;A;431838 ;1 ;SQ:23 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,107,200,3,369,000 fix: true;558029;null;1233;null;33;139006;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:00:28;A;431839 ;1 ;SQ:23 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,103,400,3,378,600 fix: true;558030;null;1233;null;33;139007;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:00:58;A;431840 ;1 ;SQ:30 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,100,100,3,386,600 fix: true;558031;null;1234;null;33;139007;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:01:27;A;431841 ;1 ;SQ:17 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,096,300,3,396,100 fix: true;558032;null;1219;null;33;139007;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:01:57;A;431842 ;1 ;SQ:13 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,093,000,3,404,400 fix: true;558032;null;1236;null;33;139007;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:02:27;A;431843 ;1 ;SQ:14 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,089,300,3,413,700 fix: true;558033;null;1234;null;33;139007;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:02:57;A;431844 ;1 ;SQ:18 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,085,900,3,422,000 fix: true;558034;null;1233;null;33;139007;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:03:26;A;431845 ;1 8 ;SQ:18 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,082,100,3,431,500 fix: true;558035;null;1231;null;33;139007;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:03:56;A;431846 ;1 ;SQ:30 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,078,800,3,439,800 fix: true;558035;null;1235;null;33;139008;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:04:26;A;431847 ;1 8 ;SQ:28 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,075,500,3,449,400 fix: true;558036;null;1235;null;33;139008;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:04:56;A;431848 ;1 8 ;SQ:29 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,073,300,3,458,700 fix: true;558037;null;1223;null;33;139008;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:05:25;A;431849 ;1 ;SQ:22 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,071,100,3,469,200 fix: true;558038;null;1179;null;33;139008;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:05:55;A;431850 ;1 ;SQ:17 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,069,100,3,477,900 fix: true;558038;null;1218;null;33;139008;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:06:24;A;431851 ;1 ;SQ:20 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,066,800,3,488,400 fix: true;558039;null;501;null;33;139008;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:06:54;A;431852 ;1 ;SQ:28 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,064,800,3,497,600 fix: true;558040;null;1233;null;33;139008;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:07:24;A;431853 ;1 8 ;SQ:28 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,062,700,3,508,000 fix: true;558040;null;1233;null;33;139008;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:07:54;A;431854 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,060,800,3,517,400 fix: true;558041;null;1237;null;33;139008;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:08:23;A;431855 ;1 8 ;SQ:28 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,058,800,3,528,300 fix: true;558042;null;1233;null;33;139009;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:08:53;A;431856 ;1 ;SQ:21 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,056,900,3,537,700 fix: true;558043;null;1233;null;33;139009;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:09:22;A;431857 ;1 ;SQ:20 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,054,900,3,548,100 fix: true;558043;null;1214;null;33;139009;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:09:52;A;431858 ;1 ;SQ:27 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,053,100,3,557,500 fix: true;558044;null;1230;null;33;139009;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:10:22;A;431859 ;1 ;SQ:27 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,050,700,3,568,200 fix: true;558045;null;1237;null;33;139009;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:10:52;A;431860 ;1 8 ;SQ:23 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,048,800,3,577,200 fix: true;558046;null;1233;null;33;139009;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:11:21;A;431861 ;1 ;SQ:23 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,046,400,3,587,800 fix: true;558046;null;1234;null;33;139009;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:11:51;A;431862 ;1 ;SQ:24 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,044,400,3,597,100 fix: true;558047;null;1230;null;33;139010;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:12:21;A;431863 ;1 8 ;SQ:23 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,042,100,3,607,500 fix: true;558048;null;1235;null;33;139010;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:12:51;A;431864 ;1 ;SQ:24 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,040,100,3,616,800 fix: true;558048;null;1232;null;33;139010;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:13:20;A;431865 ;1 8 ;SQ:27 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,037,400,3,627,200 fix: true;558049;null;1235;null;33;139010;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:13:50;A;431866 ;1 8 ;SQ:27 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,034,800,3,636,200 fix: true;558050;null;1233;null;33;139010;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:14:19;A;431867 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,032,000,3,646,100 fix: true;558051;null;1237;null;33;139010;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:14:49;A;431868 ;1 8 ;SQ:26 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,029,400,3,655,000 fix: true;558051;null;1231;null;33;139010;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:15:19;A;431869 ;1 ;SQ:20 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,026,500,3,665,300 fix: true;558052;null;1222;null;33;139010;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:15:49;A;431870 ;1 8 ;SQ:16 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,024,000,3,673,800 fix: true;558053;null;1211;null;33;139011;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:16:18;A;431871 ;1 8 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,021,200,3,683,800 fix: true;558054;null;1203;null;33;139011;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:16:48;A;431872 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,018,800,3,692,700 fix: true;558054;null;1180;null;33;139011;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:17:18;A;431873 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,016,500,3,702,500 fix: true;558055;null;1233;null;33;139011;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:17:48;A;431874 ;1 ;SQ:22 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,014,300,3,711,700 fix: true;558056;null;1229;null;33;139011;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:18:17;A;431875 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,011,700,3,721,900 fix: true;558056;null;498;null;33;139011;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:18:47;A;431876 ;1 ;SQ:21 (20620) SAT:15 v:91 28.8V 2G 77km/h;51,009,800,3,727,700 fix: true;558057;null;956;null;33;139011;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:19:16;A;431877 ;1 ;SQ:22 (20620) SAT:15 v:91 28.8V 2G 64km/h;51,013,900,3,728,900 fix: true;558057;null;935;null;33;139011;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:19:46;A;431878 ;1 8 ;SQ:21 (20620) SAT:15 v:91 28.8V 2G 85km/h;51,018,900,3,732,200 fix: true;558058;null;1201;null;33;139011;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:20:16;A;431879 ;1 ;SQ:21 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,024,700,3,737,400 fix: true;558059;null;1179;null;33;139012;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:20:46;A;431880 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,028,500,3,744,000 fix: true;558059;null;1030;null;33;139012;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:21:15;A;431881 ;1 ;SQ:25 (20620) SAT:15 v:91 28.8V 2G 77km/h;51,032,400,3,751,500 fix: true;558060;null;1065;null;33;139012;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:21:45;A;431882 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 75km/h;51,035,600,3,757,900 fix: true;558061;null;919;null;33;139012;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:22:15;A;431883 ;1 ;SQ:28 (20620) SAT:15 v:91 28.8V 2G 74km/h;51,037,800,3,765,900 fix: true;558061;null;999;null;33;139012;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:22:45;A;431884 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 70km/h;51,039,500,3,773,300 fix: true;558062;null;979;null;33;139012;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:23:14;A;431885 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,041,700,3,782,700 fix: true;558063;null;1222;null;33;139012;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:23:44;A;431886 ;1 ;SQ:30 (20620) SAT:15 v:91 28.8V 2G 86km/h;51,043,800,3,791,600 fix: true;558063;null;1231;null;33;139012;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:24:14;A;431887 ;1 ;SQ:30 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,046,300,3,801,900 fix: true;558064;null;1233;null;33;139012;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:24:44;A;431888 ;1 ;SQ:19 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,048,300,3,811,200 fix: true;558065;null;1236;null;33;139012;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:25:13;A;431889 ;1 ;SQ:16 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,050,200,3,822,100 fix: true;558065;null;1234;null;33;139013;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:25:43;A;431890 ;1 ;SQ:25 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,052,000,3,831,200 fix: true;558066;null;1235;null;33;139013;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:26:12;A;431891 ;1 ;SQ:14 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,054,500,3,841,500 fix: true;558067;null;1177;null;33;139013;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:26:42;A;431892 ;1 ;SQ:24 (20620) SAT:15 v:91 28.8V 2G 85km/h;51,056,900,3,850,100 fix: true;558068;null;1236;null;33;139013;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:27:12;A;431893 ;1 ;SQ:24 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,059,800,3,860,000 fix: true;558068;null;1237;null;32;139013;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:27:42;A;431894 ;1 ;SQ:29 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,062,400,3,869,000 fix: true;558069;null;1232;null;32;139013;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:28:11;A;431895 ;1 ;SQ:31 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,065,300,3,879,100 fix: true;558070;null;1195;null;32;139013;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:28:41;A;431896 ;1 ;SQ:30 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,067,500,3,887,800 fix: true;558070;null;1242;null;32;139013;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
13-06-2023 12:29:10;A;431897 ;1 ;SQ:26 (20620) SAT:15 v:91 28.8V 2G 88km/h;51,069,300,3,898,700 fix: true;558071;null;1238;null;32;139014;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
